asset_id,symbol,name,asset_type,market_code,exchange_code,currency,country,sector,industry,tier,priority_level
ADBE.US,ADBE,"Adobe Systems Incorporated",EQUITY,US,US,USD,USA,,,2,2
CRM.US,CRM,"Salesforce Inc.",EQUITY,US,US,USD,US,,,2,2
NKE.US,NKE,"Nike Inc.",EQUITY,US,US,USD,US,,,2,2
INTC.US,INTC,"Intel Corporation",EQUITY,US,US,USD,US,,,2,2
AMD.US,AMD,"Advanced Micro Devices Inc",EQUITY,US,US,USD,USA,,,2,2
SPY.US,SPY,"SPDR S&P 500 ETF Trust",ETF,US,US,USD,US,,,2,2
QQQ.US,QQQ,"Invesco QQQ Trust",ETF,US,US,USD,US,,,2,2
IWM.US,IWM,"iShares Russell 2000 ETF",ETF,US,US,USD,US,,,2,2
VTI.US,VTI,"Vanguard Total Stock Market ETF",ETF,US,US,USD,US,,,2,2
VOO.US,VOO,"Vanguard S&P 500 ETF",ETF,US,US,USD,US,,,2,2
VEA.US,VEA,"Vanguard FTSE Developed Markets ETF",ETF,US,US,USD,US,,,2,2
VWO.US,VWO,"Vanguard FTSE Emerging Markets ETF",ETF,US,US,USD,US,,,2,2
EFA.US,EFA,"iShares MSCI EAFE ETF",ETF,US,US,USD,US,,,2,2
EEM.US,EEM,"iShares MSCI Emerging Markets ETF",ETF,US,US,USD,US,,,2,2
GLD.US,GLD,"SPDR Gold Shares",ETF,US,US,USD,US,,,2,2
SLV.US,SLV,"iShares Silver Trust",ETF,US,US,USD,US,,,2,2
TLT.US,TLT,"iShares 20+ Year Treasury Bond ETF",ETF,US,US,USD,US,,,2,2
IEF.US,IEF,"iShares 7-10 Year Treasury Bond ETF",ETF,US,US,USD,US,,,2,2
LQD.US,LQD,"iShares iBoxx $ Investment Grade Corporate Bond ETF",ETF,US,US,USD,US,,,2,2
HYG.US,HYG,"iShares iBoxx $ High Yield Corporate Bond ETF",ETF,US,US,USD,US,,,2,2
XLF.US,XLF,"Financial Select Sector SPDR Fund",ETF,US,US,USD,US,,,2,2
XLK.US,XLK,"Technology Select Sector SPDR Fund",ETF,US,US,USD,US,,,2,2
XLE.US,XLE,"Energy Select Sector SPDR Fund",ETF,US,US,USD,US,,,2,2
XLV.US,XLV,"Health Care Select Sector SPDR Fund",ETF,US,US,USD,US,,,2,2
XLI.US,XLI,"Industrial Select Sector SPDR Fund",ETF,US,US,USD,US,,,2,2
NPN.JSE,NPN,"Naspers Limited",EQUITY,ZA,JSE,ZAR,"South Africa",Technology,"Internet Services",1,1
BTI.JSE,BTI,"British American Tobacco",EQUITY,ZA,JSE,ZAR,"South Africa","Consumer Goods",Tobacco,1,1
AGL.JSE,AGL,"Anglo American",EQUITY,ZA,JSE,ZAR,"South Africa",Materials,Mining,1,1
SOL.JSE,SOL,Sasol,EQUITY,ZA,JSE,ZAR,"South Africa",Energy,"Oil & Gas",1,1
SBK.JSE,SBK,"Standard Bank Group",EQUITY,ZA,JSE,ZAR,"South Africa",Financials,Banks,1,1
FSR.JSE,FSR,FirstRand,EQUITY,ZA,JSE,ZAR,"South Africa",Financials,Banks,1,1
MTN.JSE,MTN,"MTN Group",EQUITY,ZA,JSE,ZAR,"South Africa",Telecommunications,Wireless,1,1
BID.JSE,BID,"Bid Corporation",EQUITY,ZA,JSE,ZAR,"South Africa","Consumer Services","Food Services",1,1
SHP.JSE,SHP,"Shoprite Holdings",EQUITY,ZA,JSE,ZAR,"South Africa","Consumer Services",Retail,1,1
DSY.JSE,DSY,Discovery,EQUITY,ZA,JSE,ZAR,"South Africa",Financials,Insurance,1,1
CFR.JSE,CFR,"Compagnie Financiere Richemont",EQUITY,ZA,JSE,ZAR,"South Africa","Consumer Goods",Luxury,1,1
VOD.JSE,VOD,"Vodacom Group",EQUITY,ZA,JSE,ZAR,"South Africa",Telecommunications,Wireless,1,1
ABG.JSE,ABG,"Absa Group",EQUITY,ZA,JSE,ZAR,"South Africa",Financials,Banks,1,1
INP.JSE,INP,Investec,EQUITY,ZA,JSE,ZAR,"South Africa",Financials,"Banking & Investment",1,1
NED.JSE,NED,"Nedbank Group",EQUITY,ZA,JSE,ZAR,"South Africa",Financials,Banks,1,1
SLM.JSE,SLM,Sanlam,EQUITY,ZA,JSE,ZAR,"South Africa",Financials,Insurance,1,1
OMU.JSE,OMU,"Old Mutual",EQUITY,ZA,JSE,ZAR,"South Africa",Financials,Insurance,1,1
GFI.JSE,GFI,"Gold Fields",EQUITY,ZA,JSE,ZAR,"South Africa",Materials,"Gold Mining",1,1
IMP.JSE,IMP,"Impala Platinum",EQUITY,ZA,JSE,ZAR,"South Africa",Materials,"Platinum Mining",1,1
AMS.JSE,AMS,"Anglo American Platinum",EQUITY,ZA,JSE,ZAR,"South Africa",Materials,"Platinum Mining",1,1
DANGCEM.NG,DANGCEM,"Dangote Cement",EQUITY,NG,NG,NGN,Nigeria,Materials,"Construction Materials",1,1
BUACEMENT.NG,BUACEMENT,"BUA Cement",EQUITY,NG,NG,NGN,Nigeria,Materials,"Construction Materials",1,1
ZENITHBANK.NG,ZENITHBANK,"Zenith Bank",EQUITY,NG,NG,NGN,Nigeria,Financials,Banks,1,1
GTCO.NG,GTCO,"Guaranty Trust Holding",EQUITY,NG,NG,NGN,Nigeria,Financials,Banks,1,1
MTNN.NG,MTNN,"MTN Nigeria",EQUITY,NG,NG,NGN,Nigeria,Telecommunications,Wireless,1,1
AIRTELAFRI.NG,AIRTELAFRI,"Airtel Africa",EQUITY,NG,NG,NGN,Nigeria,Telecommunications,Wireless,1,1
FBNH.NG,FBNH,"FBN Holdings",EQUITY,NG,NG,NGN,Nigeria,Financials,Banks,1,1
ACCESSCORP.NG,ACCESSCORP,"Access Holdings",EQUITY,NG,NG,NGN,Nigeria,Financials,Banks,1,1
OANDO.NG,OANDO,Oando,EQUITY,NG,NG,NGN,Nigeria,Energy,"Oil & Gas",1,1
SEPLAT.NG,SEPLAT,"Seplat Energy",EQUITY,NG,NG,NGN,Nigeria,Energy,"Oil & Gas",1,1
NESTLE.NG,NESTLE,"Nestle Nigeria",EQUITY,NG,NG,NGN,Nigeria,"Consumer Goods","Food Processing",1,1
CADBURY.NG,CADBURY,"Cadbury Nigeria",EQUITY,NG,NG,NGN,Nigeria,"Consumer Goods","Food Processing",2,2
UNILEVER.NG,UNILEVER,"Unilever Nigeria",EQUITY,NG,NG,NGN,Nigeria,"Consumer Goods","Consumer Products",2,2
NB.NG,NB,"Nigerian Breweries",EQUITY,NG,NG,NGN,Nigeria,"Consumer Goods",Beverages,2,2
FLOURMILL.NG,FLOURMILL,"Flour Mills of Nigeria",EQUITY,NG,NG,NGN,Nigeria,"Consumer Goods","Food Processing",2,2
SONATEL.BC,SONATEL,Sonatel,EQUITY,SN,BC,XOF,Senegal,Telecommunications,"Telecom Operators",1,1
SGBCI.BC,SGBCI,"Societe Generale Cote d Ivoire",EQUITY,CI,BC,XOF,"Ivory Coast",Financials,Banks,1,1
BOACI.BC,BOACI,"Bank of Africa Cote d Ivoire",EQUITY,CI,BC,XOF,"Ivory Coast",Financials,Banks,2,2
BICICI.BC,BICICI,BICICI,EQUITY,CI,BC,XOF,"Ivory Coast",Financials,Banks,2,2
PALMCI.BC,PALMCI,"Palm CI",EQUITY,CI,BC,XOF,"Ivory Coast","Consumer Goods",Agriculture,2,2
SAPH.BC,SAPH,SAPH,EQUITY,CI,BC,XOF,"Ivory Coast","Consumer Goods",Agriculture,2,2
ONTBF.BC,ONTBF,"ONATEL Burkina Faso",EQUITY,BF,BC,XOF,"Burkina Faso",Telecommunications,"Telecom Operators",2,2
ETIT.BC,ETIT,"Ecobank Transnational",EQUITY,TG,BC,XOF,Togo,Financials,Banks,1,1
CORIS.BC,CORIS,"Coris Bank International",EQUITY,BF,BC,XOF,"Burkina Faso",Financials,Banks,2,2
SIBC.BC,SIBC,"Societe Ivoirienne de Banque",EQUITY,CI,BC,XOF,"Ivory Coast",Financials,Banks,2,2
SITAB.BC,SITAB,SITAB,EQUITY,CI,BC,XOF,"Ivory Coast","Consumer Goods",Tobacco,2,2
SUCRIVOIRE.BC,SUCRIVOIRE,Sucrivoire,EQUITY,CI,BC,XOF,"Ivory Coast","Consumer Goods",Sugar,2,2
FILTISAC.BC,FILTISAC,Filtisac,EQUITY,CI,BC,XOF,"Ivory Coast",Industrials,Packaging,2,2
TOTAL.BC,TOTAL,"TotalEnergies CI",EQUITY,CI,BC,XOF,"Ivory Coast",Energy,"Oil & Gas",2,2
SOLIBRA.BC,SOLIBRA,Solibra,EQUITY,CI,BC,XOF,"Ivory Coast","Consumer Goods",Beverages,2,2
A.US,A,"Agilent Technologies Inc",EQUITY,US,US,USD,USA,,,2,2
AA.US,AA,"Alcoa Corp",EQUITY,US,US,USD,USA,,,2,2
AAA.US,AAA,"Listed Funds Trust - AAF First Priority CLO Bond ETF",ETF,US,US,USD,USA,,,2,2
AAAA.US,AAAA,"Amplius Aggressive Asset Allocation ETF",ETF,US,US,USD,USA,,,2,2
AAAC.US,AAAC,"Columbia ETF Trust I",ETF,US,US,USD,USA,,,2,2
AAAU.US,AAAU,"Goldman Sachs Physical Gold ETF",ETF,US,US,USD,USA,,,2,2
AABB.US,AABB,"Asia Broadband Inc",EQUITY,US,US,USD,USA,,,2,2
AABVF.US,AABVF,"Aberdeen International Inc",EQUITY,US,US,USD,USA,,,2,2
AACAF.US,AACAF,"AAC Technologies Holdings Inc",EQUITY,US,US,USD,USA,,,2,2
AACAY.US,AACAY,"AAC Technologies Holdings Inc",EQUITY,US,US,USD,USA,,,2,2
AACB.US,AACB,"Artius II Acquisition Inc. Class A Ordinary Shares",EQUITY,US,US,USD,USA,,,2,2
AACBR.US,AACBR,"Artius II Acquisition Inc. Rights",EQUITY,US,US,USD,USA,,,2,2
AACBU.US,AACBU,"Artius II Acquisition Inc. Units",EQUITY,US,US,USD,USA,,,2,2
AACG.US,AACG,"ATA Creativity Global",EQUITY,US,US,USD,USA,,,2,2
AACIU.US,AACIU,"Armada Acquisition Corp. II - Units",EQUITY,US,US,USD,USA,,,2,2
AACS.US,AACS,"American Commerce Solutions Inc",EQUITY,US,US,USD,USA,,,2,2
AACTF.US,AACTF,"Aurora Solar Technologies Inc",EQUITY,US,US,USD,USA,,,2,2
AADR.US,AADR,"AdvisorShares Dorsey Wright ADR ETF",ETF,US,US,USD,USA,,,2,2
AAEQ.US,AAEQ,"Alpha Architect US Equity 2 ETF",ETF,US,US,USD,USA,,,2,2
AAFRF.US,AAFRF,"Airtel Africa Plc",EQUITY,US,US,USD,USA,,,2,2
AAGAF.US,AAGAF,"Silver47 Exploration Corp.",EQUITY,US,US,USD,USA,,,2,2
AAGC.US,AAGC,"All American Gld Crp",EQUITY,US,US,USD,USA,,,2,2
AAGFF.US,AAGFF,"Aftermath Silver Ltd",EQUITY,US,US,USD,USA,,,2,2
AAGH.US,AAGH,"America Great Health",EQUITY,US,US,USD,USA,,,2,2
AAGIY.US,AAGIY,"AIA Group Ltd ADR",EQUITY,US,US,USD,USA,,,2,2
AAGR.US,AAGR,"African Agriculture Holdings Inc.",EQUITY,US,US,USD,USA,,,2,2
AAHIF.US,AAHIF,"Asahi Co. Ltd",EQUITY,US,US,USD,USA,,,2,2
AAIGF.US,AAIGF,"AIA Group Ltd",EQUITY,US,US,USD,USA,,,2,2
AAIIQ.US,AAIIQ,"Alabama Aircraft Industries Inc",EQUITY,US,US,USD,USA,,,2,2
AAIRF.US,AAIRF,"American Aires Inc",EQUITY,US,US,USD,USA,,,2,2
AAL.US,AAL,"American Airlines Group",EQUITY,US,US,USD,USA,,,2,2
AALBF.US,AALBF,"Aalberts N.V",EQUITY,US,US,USD,USA,,,2,2
AALG.US,AALG,"Leverage Shares 2X Long AAL Daily ETF",ETF,US,US,USD,USA,,,2,2
AAM.US,AAM,"AA Mission Acquisition Corp.",EQUITY,US,US,USD,USA,,,2,2
AAM-UN.US,AAM-UN,"AA Mission Acquisition Corp.",EQUITY,US,US,USD,USA,,,2,2
AAM-WT.US,AAM-WT,"AA Mission Acquisition Corp. WT",EQUITY,US,US,USD,USA,,,2,2
AAMCF.US,AAMCF,"Altisource Asset Management Corporation",EQUITY,US,US,USD,USA,,,2,2
AAME.US,AAME,"Atlantic American Corporation",EQUITY,US,US,USD,USA,,,2,2
AAMI.US,AAMI,"Acadian Asset Management Inc",EQUITY,US,US,USD,USA,,,2,2
AAMMF.US,AAMMF,"Almadex Minerals Ltd",EQUITY,US,US,USD,USA,,,2,2
AAMTF.US,AAMTF,"Armada Mercantile Ltd",EQUITY,US,US,USD,USA,,,2,2
AANNF.US,AANNF,"Aroundtown SA",EQUITY,US,US,USD,USA,,,2,2
AAOI.US,AAOI,"Applied Opt",EQUITY,US,US,USD,USA,,,2,2
AAON.US,AAON,"AAON Inc",EQUITY,US,US,USD,USA,,,2,2
AAP.US,AAP,"Advance Auto Parts Inc",EQUITY,US,US,USD,USA,,,2,2
AAPB.US,AAPB,"GraniteShares ETF Trust - GraniteShares 2x Long Tilray Daily ETF",ETF,US,US,USD,USA,,,2,2
AAPD.US,AAPD,"Direxion Shares ETF Trust - Direxion Daily AAPL Bear 1X Shares",ETF,US,US,USD,USA,,,2,2
AAPG.US,AAPG,"Ascentage Pharma Group International",EQUITY,US,US,USD,USA,,,2,2
AAPI.US,AAPI,"Apple iSports Group Inc",EQUITY,US,US,USD,USA,,,2,2
AAPJ.US,AAPJ,"AAP Inc",EQUITY,US,US,USD,USA,,,2,2
AAPR.US,AAPR,"Innovator Equity Defined Protection ETF - 2 Yr To April 2026",ETF,US,US,USD,USA,,,2,2
AAPT.US,AAPT,"All American Pet Co",EQUITY,US,US,USD,USA,,,2,2
AAPU.US,AAPU,"Direxion Shares ETF Trust - Direxion Daily AAPL Bull 1.5X Shares",ETF,US,US,USD,USA,,,2,2
AAPW.US,AAPW,"Roundhill AAPL WeeklyPay ETF",ETF,US,US,USD,USA,,,2,2
AAPX.US,AAPX,"Etf Opportunities Trust - T Rex 2x Long Apple Daily Target Etf",ETF,US,US,USD,USA,,,2,2
AAPY.US,AAPY,"Kurv Yield Premium Strategy Apple (AAPL) ETF",ETF,US,US,USD,USA,,,2,2
AAQL.US,AAQL,"Antiaging Quantum Living Inc.",EQUITY,US,US,USD,USA,,,2,2
AARD.US,AARD,"Aardvark Therapeutics, Inc. Common Stock",EQUITY,US,US,USD,USA,,,2,2
AARTY.US,AARTY,"Airtel Africa Plc",EQUITY,US,US,USD,USA,,,2,2
AASP.US,AASP,"Global Acquisitions Corporation",EQUITY,US,US,USD,USA,,,2,2
AASZF.US,AASZF,"Atlantic Sapphire ASA",EQUITY,US,US,USD,USA,,,2,2
AAT.US,AAT,"American Assets Trust Inc",EQUITY,US,US,USD,USA,,,2,2
AATC.US,AATC,"Autoscope Technologies Corp",EQUITY,US,US,USD,USA,,,2,2
AATGF.US,AATGF,"ATI Airtest Technologies Inc",EQUITY,US,US,USD,USA,,,2,2
AATRL.US,AATRL,"Amg Cap Tr Ii",EQUITY,US,US,USD,USA,,,2,2
AATV.US,AATV,"Adaptive Ad Systems Inc",EQUITY,US,US,USD,USA,,,2,2
AAUAF.US,AAUAF,"Almaden Minerals Ltd",EQUITY,US,US,USD,USA,,,2,2
AAUC.US,AAUC,"Allied Gold Corporation",EQUITY,US,US,USD,USA,,,2,2
AAUGD.US,AAUGD,"Aero Energy Limited",EQUITY,US,US,USD,USA,,,2,2
AAUGF.US,AAUGF,"Angold Resources Ltd",EQUITY,US,US,USD,USA,,,2,2
AAUKD.US,AAUKD,"Anglo American plc",EQUITY,US,US,USD,USA,,,2,2
AAUKF.US,AAUKF,"Anglo American plc",EQUITY,US,US,USD,USA,,,2,2
AAUM.US,AAUM,AAUM,EQUITY,US,US,USD,USA,,,2,2
AAUS.US,AAUS,"Alpha Architect US Equity ETF",ETF,US,US,USD,USA,,,2,2
AAVM.US,AAVM,"Alpha Architect Global Factor Equity ETF",ETF,US,US,USD,USA,,,2,2
AAVMY.US,AAVMY,"ABN AMRO Bank N.V",EQUITY,US,US,USD,USA,,,2,2
AAVVF.US,AAVVF,"Advantage Oil & Gas Ltd.",EQUITY,US,US,USD,USA,,,2,2
AAVXF.US,AAVXF,"ABIVAX Société Anonyme",EQUITY,US,US,USD,USA,,,2,2
AAWH.US,AAWH,"Ascend Wellness Holdings Inc",EQUITY,US,US,USD,USA,,,2,2
AAXJ.US,AAXJ,"iShares MSCI All Country Asia ex Japan ETF",ETF,US,US,USD,USA,,,2,2
AAXT.US,AAXT,"Aamaxan Transport Group Inc",EQUITY,US,US,USD,USA,,,2,2
AAYYY.US,AAYYY,"Australian Agricultural Company Limited",EQUITY,US,US,USD,USA,,,2,2
AB.US,AB,"AllianceBernstein Holding L.P. ",EQUITY,US,US,USD,USA,,,2,2
ABANF.US,ABANF,"Automatic Bank Services Limited",EQUITY,US,US,USD,USA,,,2,2
ABAT.US,ABAT,"American Battery Technology Company Common Stock",EQUITY,US,US,USD,USA,,,2,2
ABBB.US,ABBB,"Auburn Bancorp Inc",EQUITY,US,US,USD,USA,,,2,2
ABBNY.US,ABBNY,"ABB Ltd",EQUITY,US,US,USD,USA,,,2,2
ABBRF.US,ABBRF,"AbraSilver Resource Corp",EQUITY,US,US,USD,USA,,,2,2
ABBY.US,ABBY,"Abby Inc",EQUITY,US,US,USD,USA,,,2,2
ABCB.US,ABCB,"Ameris Bancorp",EQUITY,US,US,USD,USA,,,2,2
ABCCF.US,ABCCF,"VIVO Cannabis Inc",EQUITY,US,US,USD,USA,,,2,2
ABCFF.US,ABCFF,"Abacus Mining & Exploration Corporation",EQUITY,US,US,USD,USA,,,2,2
ABCL.US,ABCL,"Abcellera Biologics Inc",EQUITY,US,US,USD,USA,,,2,2
ABCP.US,ABCP,"Ambase Corp",EQUITY,US,US,USD,USA,,,2,2
ABCS.US,ABCS,"Alpha Blue Capital US Small-Mid Cap Dynamic ETF",ETF,US,US,USD,USA,,,2,2
ABDBY.US,ABDBY,"Alm. Brand A/S",EQUITY,US,US,USD,USA,,,2,2
ABDDF.US,ABDDF,"AB Dynamics plc",EQUITY,US,US,USD,USA,,,2,2
ABDXF.US,ABDXF,"Abingdon Health Plc",EQUITY,US,US,USD,USA,,,2,2
ABEO.US,ABEO,"Abeona Therapeutics Inc",EQUITY,US,US,USD,USA,,,2,2
ABEPF.US,ABEPF,"Vision Lithium Inc",EQUITY,US,US,USD,USA,,,2,2
ABEQ.US,ABEQ,"Absolute Core Strategy ETF",ETF,US,US,USD,USA,,,2,2
ABEV.US,ABEV,"Ambev SA ADR",EQUITY,US,US,USD,USA,,,2,2
ABFL.US,ABFL,"Abacus FCF Leaders ETF",ETF,US,US,USD,USA,,,2,2
ABG.US,ABG,"Asbury Automotive Group Inc",EQUITY,US,US,USD,USA,,,2,2
ABGOF.US,ABGOF,"Abengoa S.A",EQUITY,US,US,USD,USA,,,2,2
ABGSF.US,ABGSF,"ABG Sundal Collier Holding ASA",EQUITY,US,US,USD,USA,,,2,2
ABHBY.US,ABHBY,"Alfen N.V.",EQUITY,US,US,USD,USA,,,2,2
ABI.US,ABI,"VictoryShares Pioneer Asset-Based Income ETF",ETF,US,US,USD,USA,,,2,2
ABIG.US,ABIG,"Argent Large Cap ETF",ETF,US,US,USD,USA,,,2,2
ABILF.US,ABILF,"Ability Inc",EQUITY,US,US,USD,USA,,,2,2
ABIT.US,ABIT,"Athena Bitcoin Global",EQUITY,US,US,USD,USA,,,2,2
ABLD.US,ABLD,ABLD,ETF,US,US,USD,USA,,,2,2
ABLG.US,ABLG,ABLG,ETF,US,US,USD,USA,,,2,2
ABLS.US,ABLS,"Abacus FCF Small Cap Leaders ETF",ETF,US,US,USD,USA,,,2,2
ABLT.US,ABLT,"American Biltrite Inc",EQUITY,US,US,USD,USA,,,2,2
ABLV.US,ABLV,"Able View Global Inc. Class B Ordinary Shares",EQUITY,US,US,USD,USA,,,2,2
ABLVW.US,ABLVW,"Able View Global Inc. Warrant",EQUITY,US,US,USD,USA,,,2,2
ABLZF.US,ABLZF,"ABB Ltd",EQUITY,US,US,USD,USA,,,2,2
ABM.US,ABM,"ABM Industries Incorporated",EQUITY,US,US,USD,USA,,,2,2
ABMBF.US,ABMBF,"Abcourt Mines Inc",EQUITY,US,US,USD,USA,,,2,2
ABMRF.US,ABMRF,"ABN AMRO Bank N.V",EQUITY,US,US,USD,USA,,,2,2
ABMT.US,ABMT,"Advanced Biomedical Technologies Inc",EQUITY,US,US,USD,USA,,,2,2
ABNAF.US,ABNAF,"Aben Resources Ltd",EQUITY,US,US,USD,USA,,,2,2
ABNB.US,ABNB,"Airbnb Inc",EQUITY,US,US,USD,USA,,,2,2
ABNG.US,ABNG,"Leverage Shares 2x Long ABNB Daily ETF",ETF,US,US,USD,USA,,,2,2
ABNY.US,ABNY,"YieldMax ABNB Option Income Strategy ETF",ETF,US,US,USD,USA,,,2,2
ABOIF.US,ABOIF,"Aboitiz Equity Ventures Inc",EQUITY,US,US,USD,USA,,,2,2
ABOS.US,ABOS,"Acumen Pharmaceuticals Inc",EQUITY,US,US,USD,USA,,,2,2
ABOT.US,ABOT,ABOT,EQUITY,US,US,USD,USA,,,2,2
ABP.US,ABP,"Abpro Holdings, Inc.",EQUITY,US,US,USD,USA,,,2,2
ABPR.US,ABPR,"Airborne Security & Protective Services Inc",EQUITY,US,US,USD,USA,,,2,2
ABPWW.US,ABPWW,"Abpro Holdings Inc",EQUITY,US,US,USD,USA,,,2,2
ABQQ.US,ABQQ,"AB International Group Corp",EQUITY,US,US,USD,USA,,,2,2
ABQQD.US,ABQQD,"AI Era Corp.",EQUITY,US,US,USD,USA,,,2,2
ABR.US,ABR,"Arbor Realty Trust",EQUITY,US,US,USD,USA,,,2,2
ABRMF.US,ABRMF,"Arbor Metals Corp",EQUITY,US,US,USD,USA,,,2,2
ABSCF.US,ABSCF,"AB Science S.A",EQUITY,US,US,USD,USA,,,2,2
ABSI.US,ABSI,"Absci Corp",EQUITY,US,US,USD,USA,,,2,2
ABSOF.US,ABSOF,"ABS-CBN Holdings Corporation",EQUITY,US,US,USD,USA,,,2,2
ABSSF.US,ABSSF,"AirBoss of America Corp",EQUITY,US,US,USD,USA,,,2,2
ABTC.US,ABTC,"American Bitcoin Corp",EQUITY,US,US,USD,USA,,,2,2
ABTI.US,ABTI,"Alterola Biotech Inc",EQUITY,US,US,USD,USA,,,2,2
ABTS.US,ABTS,"Abits Group Inc.",EQUITY,US,US,USD,USA,,,2,2
ABTZY.US,ABTZY,"Aboitiz Equity Ventures Inc ADR",EQUITY,US,US,USD,USA,,,2,2
ABUS.US,ABUS,"Arbutus Biopharma Corp",EQUITY,US,US,USD,USA,,,2,2
ABVC.US,ABVC,"ABVC Biopharma Inc",EQUITY,US,US,USD,USA,,,2,2
ABVE.US,ABVE,"Above Food Ingredients Inc. Common Stock",EQUITY,US,US,USD,USA,,,2,2
ABVEW.US,ABVEW,"Above Food Ingredients Inc. Warrants",EQUITY,US,US,USD,USA,,,2,2
ABVG.US,ABVG,"Affinity Beverage Group Inc",EQUITY,US,US,USD,USA,,,2,2
ABVN.US,ABVN,"ABV Consulting Inc",EQUITY,US,US,USD,USA,,,2,2
ABVX.US,ABVX,"Abivax SA American Depositary Shares",EQUITY,US,US,USD,USA,,,2,2
ABWN.US,ABWN,"Airborne Wireless Network",EQUITY,US,US,USD,USA,,,2,2
ABX.US,ABX,"Abacus Global Management, Inc.",EQUITY,US,US,USD,USA,,,2,2
ABXB.US,ABXB,"Abacus Flexible Bond Leaders ETF",ETF,US,US,USD,USA,,,2,2
ABXL.US,ABXL,ABXL,EQUITY,US,US,USD,USA,,,2,2
ABXXF.US,ABXXF,"Abaxx Technologies Inc",EQUITY,US,US,USD,USA,,,2,2
ABZPY.US,ABZPY,"Aboitiz Power Corp ADR",EQUITY,US,US,USD,USA,,,2,2
ACA.US,ACA,"Arcosa Inc",EQUITY,US,US,USD,USA,,,2,2
ACAD.US,ACAD,"ACADIA Pharmaceuticals Inc",EQUITY,US,US,USD,USA,,,2,2
ACAI.US,ACAI,"Safeplus International Holdings Ltd",EQUITY,US,US,USD,USA,,,2,2
ACAN.US,ACAN,"Americann Inc",EQUITY,US,US,USD,USA,,,2,2
ACAZF.US,ACAZF,"Acadian Timber Corp",EQUITY,US,US,USD,USA,,,2,2
ACB.US,ACB,"Aurora Cannabis Inc",EQUITY,US,US,USD,USA,,,2,2
ACBD.US,ACBD,"Annabidiol Corp",EQUITY,US,US,USD,USA,,,2,2
ACBM.US,ACBM,"ACRO Biomedical Co Ltd",EQUITY,US,US,USD,USA,,,2,2
ACCFF.US,ACCFF,"Accord Financial Corp",EQUITY,US,US,USD,USA,,,2,2
